	Scan	Voltage (mV)	Current (A)
0	0	-49.4842529296875	-1.0550023382904932e-12
1	0	-48.6602783203125	-8.344651263314636e-13
2	0	-47.8363037109375	-8.70227917459955e-13
3	0	-47.0123291015625	-7.748604744506448e-13
4	0	-46.142578125	-1.2040139679925404e-12
5	0	-45.318603515625	-8.523465218957092e-13
6	0	-44.49462890625	-9.357930345288556e-13
7	0	-43.670654296875	-8.16583730767218e-13
8	0	-42.8466796875	-1.2934209458137685e-12
9	0	-41.9769287109375	-7.748604744506448e-13
10	0	-41.1529541015625	-9.953976864096744e-13
11	0	-40.3289794921875	-8.761883826480368e-13
12	0	-39.5050048828125	-1.2397767591210316e-12
13	0	-38.6810302734375	-9.059907085884462e-13
14	0	-37.811279296875	-1.1324883857355577e-12
15	0	-36.9873046875	-7.569790788863991e-13
16	0	-36.163330078125	-1.1682511768640492e-12
17	0	-35.33935546875	-9.894372212215925e-13
18	0	-34.515380859375	-1.1980535028044585e-12
19	0	-33.6456298828125	-8.523465218957092e-13
20	0	-32.8216552734375	-1.0788441990428208e-12
21	0	-31.9976806640625	-8.404255915195455e-13
22	0	-31.1737060546875	-1.120567455359394e-12
23	0	-30.3497314453125	-1.0609628034785751e-12
24	0	-29.47998046875	-1.1920930376163766e-12
25	0	-28.656005859375	-9.953976864096744e-13
26	0	-27.83203125	-1.0371209427262475e-12
27	0	-27.008056640625	-9.417534997169375e-13
28	0	-26.18408203125	-1.0728837338547391e-12
29	0	-25.3143310546875	-1.1086465249832303e-12
30	0	-24.4903564453125	-1.1861325724282949e-12
31	0	-23.6663818359375	-1.0728837338547391e-12
32	0	-22.8424072265625	-1.120567455359394e-12
33	0	-22.0184326171875	-9.775162908454287e-13
34	0	-21.148681640625	-1.0371209427262475e-12
35	0	-20.32470703125	-1.0788441990428208e-12
36	0	-19.500732421875	-1.1503697812998032e-12
37	0	-18.6767578125	-1.1682511768640492e-12
38	0	-17.852783203125	-1.1503697812998032e-12
39	0	-17.02880859375	-1.120567455359394e-12
40	0	-16.1590576171875	-1.0430814079143296e-12
41	0	-15.3350830078125	-1.2516976894971956e-12
42	0	-14.5111083984375	-1.2099744331806223e-12
43	0	-13.6871337890625	-1.0967255946070665e-12
44	0	-12.8631591796875	-1.0311604775381658e-12
45	0	-11.993408203125	-1.1086465249832303e-12
46	0	-11.16943359375	-1.2040139679925404e-12
47	0	-10.345458984375	-1.1980535028044585e-12
48	0	-9.521484375	-1.019239547162002e-12
49	0	-8.697509765625	-1.120567455359394e-12
50	0	-7.8277587890625	-1.215934898368704e-12
51	0	-7.0037841796875	-1.1086465249832303e-12
52	0	-6.1798095703125	-1.066923268666657e-12
53	0	-5.3558349609375	-1.066923268666657e-12
54	0	-4.5318603515625	-1.2278558287448678e-12
55	0	-3.662109375	-1.1920930376163766e-12
56	0	-2.838134765625	-1.0252000123500837e-12
57	0	-2.01416015625	-1.120567455359394e-12
58	0	-1.190185546875	-1.2815000154376049e-12
59	0	-0.3662109375	-1.1801721072402128e-12
60	0	0.5035400390625	-1.0609628034785751e-12
61	0	1.3275146484375	-1.1563302464878854e-12
62	0	2.1514892578125	-1.1980535028044585e-12
63	0	2.9754638671875	-1.1801721072402128e-12
64	0	3.7994384765625	-1.0490418731024113e-12
65	0	4.669189453125	-1.1324883857355577e-12
66	0	5.4931640625	-1.0907651294189846e-12
67	0	6.317138671875	-1.2934209458137685e-12
68	0	7.14111328125	-1.1444093161117216e-12
69	0	7.965087890625	-1.1682511768640492e-12
70	0	8.8348388671875	-1.0132790819739201e-12
