	Scan	Voltage (mV)	Current (A)
0	0	-48.8433837890625	-7.748604744506448e-13
1	0	-48.0194091796875	-6.914139618174984e-13
2	0	-47.1954345703125	-7.033348921936621e-13
3	0	-46.32568359375	-9.298325693407737e-13
4	0	-45.501708984375	-6.735325662532528e-13
5	0	-44.677734375	-8.523465218957092e-13
6	0	-43.853759765625	-8.046628003910542e-13
7	0	-43.02978515625	-9.536744300931013e-13
8	0	-42.1600341796875	-5.960465188081883e-13
9	0	-41.3360595703125	-8.285046611433817e-13
10	0	-40.5120849609375	-7.569790788863991e-13
11	0	-39.6881103515625	-8.70227917459955e-13
12	0	-38.8641357421875	-7.271767529459898e-13
13	0	-37.994384765625	-8.64267452271873e-13
14	0	-37.17041015625	-7.569790788863991e-13
15	0	-36.346435546875	-8.344651263314636e-13
16	0	-35.5224609375	-6.735325662532528e-13
17	0	-34.698486328125	-8.821488478361187e-13
18	0	-33.87451171875	-7.867814048268085e-13
19	0	-33.0047607421875	-8.940697782122824e-13
20	0	-32.1807861328125	-6.735325662532528e-13
21	0	-31.3568115234375	-8.523465218957092e-13
22	0	-30.5328369140625	-8.285046611433817e-13
23	0	-29.7088623046875	-7.569790788863991e-13
24	0	-28.839111328125	-7.987023352029723e-13
25	0	-28.01513671875	-8.463860567076273e-13
26	0	-27.191162109375	-8.821488478361187e-13
27	0	-26.3671875	-7.271767529459898e-13
28	0	-25.543212890625	-7.510186136983172e-13
29	0	-24.6734619140625	-8.523465218957092e-13
30	0	-23.8494873046875	-8.940697782122824e-13
31	0	-23.0255126953125	-7.689000092625629e-13
32	0	-22.2015380859375	-8.463860567076273e-13
33	0	-21.3775634765625	-9.596348952811832e-13
34	0	-20.5078125	-8.404255915195455e-13
35	0	-19.683837890625	-7.390976833221535e-13
36	0	-18.85986328125	-8.64267452271873e-13
37	0	-18.035888671875	-9.059907085884462e-13
38	0	-17.2119140625	-7.808209396387266e-13
39	0	-16.3421630859375	-7.62939544074481e-13
40	0	-15.5181884765625	-8.881093130242006e-13
41	0	-14.6942138671875	-8.404255915195455e-13
42	0	-13.8702392578125	-8.16583730767218e-13
43	0	-13.0462646484375	-7.927418700148905e-13
44	0	-12.176513671875	-7.867814048268085e-13
45	0	-11.3525390625	-9.238721041526918e-13
46	0	-10.528564453125	-7.092953573817441e-13
47	0	-9.70458984375	-8.64267452271873e-13
48	0	-8.880615234375	-7.689000092625629e-13
49	0	-8.0108642578125	-9.596348952811832e-13
50	0	-7.1868896484375	-6.854534966294165e-13
51	0	-6.3629150390625	-8.940697782122824e-13
52	0	-5.5389404296875	-7.510186136983172e-13
53	0	-4.7149658203125	-9.894372212215925e-13
54	0	-3.84521484375	-6.61611635877089e-13
55	0	-3.021240234375	-8.940697782122824e-13
56	0	-2.197265625	-8.404255915195455e-13
57	0	-1.373291015625	-8.940697782122824e-13
58	0	-0.54931640625	-6.854534966294165e-13
59	0	0.3204345703125	-9.119511737765282e-13
60	0	1.1444091796875	-8.16583730767218e-13
61	0	1.9683837890625	-8.463860567076273e-13
62	0	2.7923583984375	-7.450581485102354e-13
63	0	3.6163330078125	-1.0132790819739201e-12
64	0	4.486083984375	-7.987023352029723e-13
65	0	5.31005859375	-7.808209396387266e-13
66	0	6.134033203125	-7.510186136983172e-13
67	0	6.9580078125	-8.404255915195455e-13
68	0	7.781982421875	-8.285046611433817e-13
69	0	8.6517333984375	-7.867814048268085e-13
70	0	9.4757080078125	-8.344651263314636e-13
71	0	10.2996826171875	-8.106232655791361e-13
72	0	11.1236572265625	-8.761883826480368e-13
73	0	11.9476318359375	-7.867814048268085e-13
74	0	12.8173828125	-7.331372181340716e-13
75	0	13.641357421875	-8.523465218957092e-13
76	0	14.46533203125	-8.881093130242006e-13
77	0	15.289306640625	-7.569790788863991e-13
78	0	16.11328125	-8.70227917459955e-13
79	0	16.9830322265625	-8.821488478361187e-13
80	0	17.8070068359375	-8.225441959552999e-13
81	0	18.6309814453125	-7.15255822569826e-13
82	0	19.4549560546875	-8.821488478361187e-13
83	0	20.2789306640625	-8.16583730767218e-13
84	0	21.1029052734375	-7.748604744506448e-13
85	0	21.97265625	-8.16583730767218e-13
86	0	22.796630859375	-8.463860567076273e-13
87	0	23.62060546875	-8.70227917459955e-13
88	0	24.444580078125	-7.033348921936621e-13
89	0	25.2685546875	-8.285046611433817e-13
90	0	26.1383056640625	-8.463860567076273e-13
91	0	26.9622802734375	-8.583069870837911e-13
92	0	27.7862548828125	-6.556511706890071e-13
93	0	28.6102294921875	-8.70227917459955e-13
94	0	29.4342041015625	-8.344651263314636e-13
95	0	30.303955078125	-8.106232655791361e-13
96	0	31.1279296875	-7.331372181340716e-13
97	0	31.951904296875	-8.940697782122824e-13
98	0	32.77587890625	-7.569790788863991e-13
99	0	33.599853515625	-8.881093130242006e-13
100	0	34.4696044921875	-7.62939544074481e-13
101	0	35.2935791015625	-8.344651263314636e-13
102	0	36.1175537109375	-8.64267452271873e-13
103	0	36.9415283203125	-7.867814048268085e-13
104	0	37.7655029296875	-7.510186136983172e-13
105	0	38.63525390625	-9.119511737765282e-13
106	0	39.459228515625	-8.881093130242006e-13
107	0	40.283203125	-7.808209396387266e-13
108	0	41.107177734375	-7.808209396387266e-13
